disease,relation,object
胰腺囊肿,发病部位,胰脏
胰腺囊肿,描述,胰腺囊肿包括真性囊肿、假性囊肿和囊性肿瘤，由先天或后天因素引起
胰腺囊肿,预防,对急性胰腺炎或胰腺损伤要早期做出诊断
胰腺囊肿,病因,急性胰腺炎，胰腺外伤
胰腺囊肿,主要症状,腹痛，腹部包块
胰腺囊肿,治疗方法,药物治疗，手术治疗
胰腺囊肿,传染性,无传染性
胰腺脓肿,发病部位,胰脏
胰腺脓肿,描述,胰腺脓肿由急性胰腺炎的坏死组织或并发假性囊肿继发感染所致
胰腺脓肿,预防,积极治疗胆道疾病，戒烟及避免暴饮暴食
胰腺脓肿,病因,胰腺脓肿是坏死性胰腺炎或胰腺周围脂肪发生局灶性坏死，液化，继发感染而形成
胰腺脓肿,主要症状,持续性心动过速，呼吸加快，肠麻痹，腹痛加剧，伴腰背部疼痛
胰腺脓肿,治疗方法,药物治疗
胰腺脓肿,传染性,无传染性
前列腺癌,发病部位,前列腺
前列腺癌,描述,前列腺癌是指发生在前列腺的上皮性恶性肿瘤
前列腺癌,预防,健康饮食，加强锻炼，保持好心情
前列腺癌,病因,遗传因素，性活动，饮食习惯
前列腺癌,主要症状,血尿，可有尿频尿急
前列腺癌,治疗方法,药物治疗，手术治疗
前列腺癌,传染性,无传染性
前列腺癌,多发群体,有家族病史者，中老年男性
肾皮质脓肿,发病部位,肾
肾皮质脓肿,描述,肾皮质受感染而引起的一种血源性疾病
肾皮质脓肿,预防,积极处理金黄色葡萄球菌的感染
肾皮质脓肿,病因,大都是由金黄色葡萄球菌从远处感染灶经血液播散引起
肾皮质脓肿,主要症状,寒战，疲劳，体重减轻，低位腰痛
肾皮质脓肿,治疗方法,手术治疗，药物治疗
肾皮质脓肿,传染性,无传染性
肾周脓肿,发病部位,肾
肾周脓肿,描述,肾周脓肿主要由肾内脓肿破入肾周而成
肾周脓肿,预防,早发现、早诊断、早治疗
肾周脓肿,病因,主要由肾内脓肿破入肾周而成，细菌引起
肾周脓肿,主要症状,发热，寒战，腰痛
肾周脓肿,治疗方法,药物治疗，手术治疗
肾周脓肿,传染性,无传染性
肾盂癌,发病部位,肾
肾盂癌,描述,肾盂癌系发生在肾盂或肾盏上皮的一种肿瘤
肾盂癌,预防,健康饮食，加强锻炼，忌烟忌酒
肾盂癌,病因,长期接触化学物质，感染
肾盂癌,主要症状,淋巴结肿大，腰部包块，下腹胀痛，血尿
肾盂癌,治疗方法,药物治疗，手术治疗
肾盂癌,传染性,无传染性
肾癌,发病部位,肾
肾癌,描述,肾癌是起源于肾实质泌尿小管上皮系统的恶性肿瘤
肾癌,预防,健康饮食，加强锻炼，远离致癌物质
肾癌,主要症状,腰痛，血尿
肾癌,治疗方法,药物治疗，手术治疗
肾癌,传染性,无传染性
肾癌,别称,肾腺癌，肾细胞癌
结肠脂肪瘤,发病部位,大肠
结肠脂肪瘤,描述,脂肪瘤是常见的大肠内非上皮性良性肿瘤，结肠近端多见，尤以盲肠为甚
结肠脂肪瘤,预防,清淡饮食，加强锻炼
结肠脂肪瘤,病因,过量的脂肪堆积可能是一个重要因素
结肠脂肪瘤,主要症状,排便频率异常，下腹部包块，便血，腹痛
结肠脂肪瘤,治疗方法,药物治疗，手术治疗
结肠脂肪瘤,传染性,无传染性
直肠癌,发病部位,大肠
直肠癌,描述,直肠癌是指从齿状线至直肠乙状结肠交界处之间的癌
直肠癌,预防,健康饮食，加强锻炼，忌烟忌酒
直肠癌,病因,环境因素，饮食
直肠癌,主要症状,腹胀，便血，腹痛
直肠癌,治疗方法,手术治疗，药物治疗
直肠癌,传染性,无传染性
直肠癌,多发群体,45岁左右
髌骨骨折,发病部位,关节
髌骨骨折,描述,髌骨骨折是较常见的损伤，以髌骨局部肿胀、疼痛、膝关节不能自主伸直，常有皮下淤斑以及膝部皮肤擦伤为主要表现的骨折
髌骨骨折,预防,注意日常生活安全
髌骨骨折,病因,直接暴力，间接暴力
髌骨骨折,主要症状,髌下疼痛，膝关节疼痛，膝关节肿胀积血
髌骨骨折,治疗方法,支持性治疗，康复治疗，手术治疗
髌骨骨折,传染性,无传染性
髌骨软化症,发病部位,关节
髌骨软化症,描述,表现为软骨的退行性改变，包括软骨肿胀、碎裂、脱落
髌骨软化症,预防,减少髌骨所受外界压力
髌骨软化症,病因,髌骨发育障碍、位置异常，或与劳动、运动姿势和强度等有关
髌骨软化症,主要症状,膝关节疼痛
髌骨软化症,治疗方法,支持性治疗，药物治疗，康复治疗
髌骨软化症,传染性,无传染性
髌骨软化症,多发群体,运动员和体育爱好者
鼻骨骨折,发病部位,鼻
鼻骨骨折,描述,鼻是面部最突出的部位，容易受外力所伤，鼻骨骨折是耳鼻喉科常见的外伤
鼻骨骨折,预防,注意日常生活安全
鼻骨骨折,病因,直接暴力
鼻骨骨折,主要症状,外鼻畸形，肿胀，鼻出血，鼻塞
鼻骨骨折,治疗方法,支持性治疗，康复治疗，药物治疗
鼻骨骨折,传染性,无传染性
鼻骨骨折,多发群体,运动者
骨折,发病部位,骨架
骨折,描述,骨折是指骨结构的连续性完全或部分断裂
骨折,预防,注意日常生活安全
骨折,病因,直接、间接暴力，积累性劳损
骨折,主要症状,休克，内出血，剧烈疼痛
骨折,治疗方法,支持性治疗，康复治疗
骨折,传染性,无传染性
关节脱位,发病部位,关节
关节脱位,描述,构成关节的上下两个骨端失去了正常的位置，发生了错位
关节脱位,预防,注意日常生活防护
关节脱位,主要症状,关节脱位，疼痛，活动困难
关节脱位,治疗方法,支持性治疗，康复治疗
关节脱位,传染性,无传染性
关节脱位,别称,脱臼
跟骨骨折,发病部位,骨架
跟骨骨折,描述,跟骨骨折以足跟部剧烈疼痛，肿胀和淤斑明显，足跟不能着地行走，跟骨压痛为主要表现
跟骨骨折,预防,注意日常生活安全
跟骨骨折,病因,多由高处跌下足跟遭受垂直撞击所致
跟骨骨折,主要症状,足跟疼痛，不能站立、行走
跟骨骨折,治疗方法,手术治疗，支持性治疗，康复治疗
跟骨骨折,传染性,无传染性
肱骨干骨折,发病部位,骨架
肱骨干骨折,描述,肱骨干骨折系指肱骨外科颈以下1～2cm至肱骨髁上2cm之间的骨折
肱骨干骨折,预防,注意日常生活安全
肱骨干骨折,病因,直接、间接、旋转暴力
肱骨干骨折,主要症状,疼痛，局部肿胀，畸形
肱骨干骨折,治疗方法,支持性治疗，康复治疗，手术治疗
肱骨干骨折,传染性,无传染性
骨盆骨折,发病部位,骨架
骨盆骨折,描述,骨盆骨折是一种严重外伤，多由直接暴力骨盆挤压所致
骨盆骨折,预防,注意日常生活安全
骨盆骨折,病因,直接暴力
骨盆骨折,主要症状,局部疼痛、肿胀，会阴部、腹股沟部或腰部可出现皮下瘀斑，下肢活动和翻身困难
骨盆骨折,治疗方法,支持性治疗，康复治疗，手术治疗
骨盆骨折,传染性,无传染性
颌骨骨折,发病部位,骨架
颌骨骨折,描述,外力过大导致颌骨的连续性中断
颌骨骨折,预防,注意日常生活安全
颌骨骨折,病因,外伤
颌骨骨折,主要症状,局部疼痛、肿胀，骨断端异常活动，骨折段移位，咬合错乱
颌骨骨折,治疗方法,支持性治疗，康复治疗，手术治疗
颌骨骨折,传染性,无传染性
脊髓空洞症,发病部位,脊髓
脊髓空洞症,描述,由于多种原因的影响使脊髓内形成管状空腔
脊髓空洞症,预防,合理膳食，保持乐观情绪
脊髓空洞症,病因,先天发育异常或脊髓病变所致
脊髓空洞症,主要症状,节段性感觉障碍，肢体运动障碍
脊髓空洞症,治疗方法,药物治疗，支持性治疗，手术治疗，康复治疗
脊髓空洞症,传染性,无传染性
脊髓肿瘤,发病部位,脊髓
脊髓肿瘤,描述,是指生长于脊髓及与脊髓相近的组织的原发、继发肿瘤
脊髓肿瘤,预防,注意休息，劳逸结合，防止感染
脊髓肿瘤,病因,遗传因素，外伤，环境因素
脊髓肿瘤,主要症状,疼痛与感觉异常，继以感觉丧失，肌肉无力与萎缩
脊髓肿瘤,治疗方法,手术治疗，药物治疗，支持性治疗
脊髓肿瘤,传染性,无传染性
脊髓肿瘤,别称,椎管内肿瘤
脊髓灰质炎,发病部位,脊髓
脊髓灰质炎,描述,脊髓灰质炎是由脊髓灰质炎病毒引起的严重危害儿童健康的急性传染病
脊髓灰质炎,预防,疫苗接种
脊髓灰质炎,病因,由脊髓灰质炎病毒引起
脊髓灰质炎,主要症状,发热，全身不适，严重时肢体疼痛及弛缓性瘫痪
脊髓灰质炎,治疗方法,药物治疗，支持性治疗
脊髓灰质炎,传染性,通过粪便传播
脊髓灰质炎,别称,小儿麻痹症
脊髓灰质炎,多发群体,1～6岁儿童
颞骨骨折,发病部位,骨架
颞骨骨折,描述,颞骨骨折是颅底骨折的一部分
颞骨骨折,预防,注意日常生活安全
颞骨骨折,病因,外伤
颞骨骨折,主要症状,耳漏，耳聋，恶心，脑膜炎
颞骨骨折,治疗方法,支持性治疗，康复治疗，手术治疗
颞骨骨折,传染性,无传染性
颞下颌关节脱位,发病部位,关节
颞下颌关节脱位,描述,下颌骨脱出关节凹而不能自行回复照位
颞下颌关节脱位,预防,避免外伤
颞下颌关节脱位,病因,打呵欠、唱歌、大笑、大张口进食、长时间大张口等活动，外力损伤
颞下颌关节脱位,主要症状,下颌前突，不能闭口，吞咽困难
颞下颌关节脱位,治疗方法,康复治疗，支持性治疗，手术治疗
颞下颌关节脱位,传染性,无传染性
颞下颌关节强直,发病部位,关节
颞下颌关节强直,描述,颞下颌关节强直是指因器质性病变导致长期开口困难或完全不能开口
颞下颌关节强直,病因,外伤，瘢痕，炎症，放射治疗
颞下颌关节强直,主要症状,开口困难，发育畸形
颞下颌关节强直,治疗方法,手术治疗，康复治疗，支持性治疗
颞下颌关节强直,传染性,无传染性
颧骨骨折,发病部位,骨架
颧骨骨折,描述,颧骨和颧弓是面部比较突出的部分，易受撞击而发生骨折
颧骨骨折,预防,避免外伤
颧骨骨折,病因,外部暴力
颧骨骨折,主要症状,眼球移位，颧面部塌陷
颧骨骨折,治疗方法,手术治疗，康复治疗
颧骨骨折,传染性,无传染性
锁骨骨折,发病部位,骨架
锁骨骨折,描述,锁骨位于皮下，表浅，受外力作用时易发生骨折
锁骨骨折,预防,避免外伤
锁骨骨折,病因,间接、直接暴力
锁骨骨折,主要症状,肿胀，皮下淤血，压痛，畸形
锁骨骨折,治疗方法,手术治疗，支持性治疗，康复治疗
锁骨骨折,传染性,无传染性
眼眶骨折,发病部位,眼
眼眶骨折,描述,眼眶骨折是常见的颅颌面损伤类型之一，可单独发生，也可与颅面其他骨折联合发生
眼眶骨折,预防,防止面部外伤
眼眶骨折,病因,拳击伤，摔伤，交通事故伤
眼眶骨折,主要症状,出血，水肿，结膜下出血
眼眶骨折,治疗方法,支持性治疗，康复治疗，药物治疗
眼眶骨折,传染性,无传染性
跖骨、趾骨骨折,发病部位,骨架
跖骨、趾骨骨折,描述,跖骨，趾骨骨折是常见骨折，多因重物打击足背、辗压引起
跖骨、趾骨骨折,预防,避免外伤及长途跋涉。
跖骨、趾骨骨折,病因,直接暴力，积累性劳损
跖骨、趾骨骨折,主要症状,足部肿胀压痛
跖骨、趾骨骨折,治疗方法,支持性治疗，康复治疗
跖骨、趾骨骨折,传染性,无传染性
鼻血管瘤,发病部位,鼻
鼻血管瘤,描述,鼻血管瘤为脉管组织良性肿瘤之一，鼻及鼻窦为好发部位
鼻血管瘤,预防,健康饮食，加强锻炼，远离致癌物质
鼻血管瘤,病因,炎症，外伤
鼻血管瘤,主要症状,反复鼻出血，贫血，休克，鼻塞，鼻腔臭味
鼻血管瘤,治疗方法,药物治疗，手术治疗
鼻血管瘤,传染性,无传染性
乳房纤维腺瘤,发病部位,心脏
乳房纤维腺瘤,描述,乳腺纤维腺瘤是由腺上皮和纤维组织两种成分混合组成的良性肿瘤
乳房纤维腺瘤,预防,定期检查，保持良好作息、心情
乳房纤维腺瘤,病因,雌激素的过度分泌
乳房纤维腺瘤,主要症状,乳房无痛性肿块
乳房纤维腺瘤,治疗方法,药物治疗，手术治疗
乳房纤维腺瘤,传染性,无传染性
乳房纤维腺瘤,多发群体,青年女性
鼻咽癌,发病部位,咽
鼻咽癌,描述,鼻咽癌是指发生于鼻咽腔顶部和侧壁的恶性肿瘤
鼻咽癌,预防,健康饮食，忌烟忌酒
鼻咽癌,病因,遗传因素，环境因素
鼻咽癌,主要症状,鼻塞，涕中带血，耳闷堵感，听力下降
鼻咽癌,治疗方法,药物治疗，放射治疗
鼻咽癌,传染性,无传染性
鼻咽肉瘤,发病部位,咽
鼻咽肉瘤,描述,鼻咽肉瘤远比鼻咽癌少见
鼻咽肉瘤,预防,减少致癌物质的接触，作息规律
鼻咽肉瘤,病因,环境因素，慢性感染，遗传因素
鼻咽肉瘤,主要症状,鼻塞，咽鼓管堵塞，出血
鼻咽肉瘤,治疗方法,手术治疗，放射治疗
鼻咽肉瘤,传染性,无传染性
鼻咽血管纤维瘤,发病部位,咽
鼻咽血管纤维瘤,描述,鼻咽纤维血管瘤为鼻咽部常见的良性肿瘤
鼻咽血管纤维瘤,预防,早发现、早诊断、早治疗
鼻咽血管纤维瘤,病因,尚不清楚
鼻咽血管纤维瘤,主要症状,反复鼻出血，进行性鼻阻塞
鼻咽血管纤维瘤,治疗方法,手术治疗，药物治疗
鼻咽血管纤维瘤,传染性,无传染性
宫颈癌,发病部位,子宫
宫颈癌,描述,发生在子宫阴道部及宫颈管的恶性肿瘤
宫颈癌,预防,忌烟忌酒，不吸毒品，注意性卫生
宫颈癌,病因,HPV感染，多性伴，多孕多产，病毒感染，吸烟
宫颈癌,主要症状,接触性出血，尿频
宫颈癌,治疗方法,手术治疗，药物治疗
宫颈癌,传染性,无传染性
睾丸肿瘤,发病部位,睾丸
睾丸肿瘤,描述,睾丸肿瘤是在青年男性中最常见恶性肿瘤，分为原发性和继发性两类
睾丸肿瘤,预防,健康饮食，忌烟忌酒
睾丸肿瘤,病因,隐睾，遗传因素
睾丸肿瘤,主要症状,无痛性睾丸肿大
睾丸肿瘤,治疗方法,药物治疗，手术治疗，放射治疗
睾丸肿瘤,传染性,无传染性
睾丸肿瘤,多发群体,青年男性
喉癌,发病部位,喉
喉癌,描述,喉癌是一种比较常见的恶性肿瘤，分原发性和继发性两种
喉癌,预防,忌烟忌酒，远离化学物质
喉癌,病因,尚不清楚，可能与饮酒、炎症刺激有关
喉癌,主要症状,咽不适，声嘶，呼吸困难，咳嗽，吞咽困难
喉癌,治疗方法,手术治疗，放射治疗，药物治疗
喉癌,传染性,无传染性
甲状腺癌,发病部位,甲状腺
甲状腺癌,描述,甲状腺癌是最常见的甲状腺恶性肿瘤
甲状腺癌,预防,避免射线照射，积极锻炼身体
甲状腺癌,病因,尚不清楚，可能与基因相关
甲状腺癌,主要症状,甲状腺内肿块
甲状腺癌,治疗方法,手术治疗，放射治疗
甲状腺癌,传染性,无传染性
卵巢癌,发病部位,卵巢
卵巢癌,描述,卵巢癌是女性生殖器官常见的肿瘤之一
卵巢癌,预防,定期体检
卵巢癌,病因,内分泌相关，遗传因素
卵巢癌,主要症状,疼痛，月经不调，消瘦，下腹包块
卵巢癌,治疗方法,手术治疗，药物治疗，放射治疗
卵巢癌,传染性,无传染性
淋巴管瘤,发病部位,淋巴管
淋巴管瘤,描述,巴管的良性过度增生
淋巴管瘤,预防,尽可能减少感染，适当锻炼
淋巴管瘤,病因,基因因素，环境因素，内分泌因素
淋巴管瘤,主要症状,淋巴结增生，囊肿
淋巴管瘤,治疗方法,药物治疗，支持性治疗
淋巴管瘤,传染性,无传染性
舌癌,发病部位,舌
舌癌,描述,舌癌是最常见的口腔癌，男性多于女性
舌癌,预防,注意口腔卫生，忌烟忌酒
舌癌,病因,尚不清楚，多数认为与环境因素有关
舌癌,主要症状,舌痛，舌溃疡
舌癌,治疗方法,手术治疗，放射治疗
舌癌,传染性,无传染性
舌癌,多发群体,男性
小肠肿瘤,发病部位,小肠
小肠肿瘤,描述,小肠肠管所发生的肿瘤
小肠肿瘤,预防,早发现、早诊断、早治疗
小肠肿瘤,病因,尚不清楚
小肠肿瘤,主要症状,腹痛，肠道出血，肠梗阻，包块，肠穿孔
小肠肿瘤,治疗方法,手术治疗，药物治疗
小肠肿瘤,传染性,无传染性
阴茎癌,发病部位,阴茎
阴茎癌,描述,阴茎癌为常见的男性生殖系统的恶性肿瘤之一
阴茎癌,预防,HPV疫苗，戒烟，注意个人卫生
阴茎癌,病因,尚不清楚
阴茎癌,主要症状,排尿疼痛，腹股沟淋巴结肿大
阴茎癌,治疗方法,手术治疗，药物治疗，康复治疗
阴茎癌,传染性,无传染性
阴道恶性肿瘤,发病部位,阴道
阴道恶性肿瘤,描述,阴道的恶性肿瘤多为继发性
阴道恶性肿瘤,预防,定期体检
阴道恶性肿瘤,病因,HPV感染，内分泌失衡，慢性刺激
阴道恶性肿瘤,主要症状,阴道分泌物增多，直肠疼痛，里急后重
阴道恶性肿瘤,治疗方法,药物治疗，手术治疗
阴道恶性肿瘤,传染性,无传染性
子宫内膜癌,发病部位,子宫
子宫内膜癌,描述,子宫内膜癌是发生于子宫内膜的一组上皮性恶性肿瘤
子宫内膜癌,预防,注意雌激素的使用，定期检查
子宫内膜癌,病因,尚不清楚
子宫内膜癌,主要症状,出血，阴道排液，疼痛，腹部包块
子宫内膜癌,治疗方法,手术治疗，药物治疗
子宫内膜癌,传染性,无传染性
子宫内膜癌,多发群体,围绝经期、绝经后女性
中耳癌,发病部位,中耳
中耳癌,描述,中耳癌为发生于中耳的少见恶性癌肿，多为原发
中耳癌,预防,及时根治中耳炎
中耳癌,病因,中耳炎未及时治疗
中耳癌,主要症状,出血，耳痛，听力减退，耳聋，张口困难
中耳癌,治疗方法,手术治疗，放射治疗，药物治疗
中耳癌,传染性,无传染性
中耳癌,多发群体,40～60岁，慢性中耳炎患者
早产儿视网膜病变,发病部位,视网膜
早产儿视网膜病变,描述,是由于早产儿视网膜血管尚未发育完全，产生视网膜新生血管及纤维组织增生所致
早产儿视网膜病变,预防,对早儿严格限制用氧
早产儿视网膜病变,病因,尚不清楚，可能与早产、体重有关
早产儿视网膜病变,主要症状,视网膜脱离，失明
早产儿视网膜病变,治疗方法,药物治疗，手术治疗
早产儿视网膜病变,传染性,无传染性
早产儿视网膜病变,多发群体,早产儿
大泡性角膜病变,发病部位,角膜
大泡性角膜病变,描述,角膜上皮或上皮下形成水疱的状态，是由角膜内皮细胞的异常或破坏引起
大泡性角膜病变,预防,早发现、早诊断、早治疗
大泡性角膜病变,病因,晶体大疱性角膜病变，无晶体大疱性角膜病变，接触性大疱性角膜病变
大泡性角膜病变,主要症状,角膜上皮水肿，自觉疼痛，有严重刺激
大泡性角膜病变,治疗方法,药物治疗，手术治疗
大泡性角膜病变,传染性,无传染性
大泡性角膜病变,别称,大水疱性角膜病，囊疱性角膜炎，大水疱性角膜炎，水疱性角膜炎
近视眼,发病部位,眼
近视眼,描述,在调节放松的状态下，平行光线经眼球屈光系统后聚焦在视网膜之前
近视眼,预防,适当用眼，缓解眼疲劳
近视眼,病因,遗传因素，发育，近距离工作
近视眼,主要症状,远视力降低，视力疲劳
近视眼,治疗方法,康复治疗，手术治疗
近视眼,传染性,无传染性
近视眼,别称,近视
近视眼,多发群体,文字工作者或其他近距离工作者
角膜病,发病部位,角膜
角膜病,描述,角膜病变
角膜病,预防,保持眼部充分休息
角膜病,病因,外伤与感染
角膜病,主要症状,角膜混浊，球结膜水肿，睫状充血
角膜病,治疗方法,药物治疗
角膜病,传染性,无传染性
角膜病,别称,角膜病变
基质性角膜炎,发病部位,角膜
基质性角膜炎,描述,基质性角膜炎是位于层内的炎症，属非溃疡性的深层角膜炎
基质性角膜炎,预防,防止细菌，病毒感染
基质性角膜炎,病因,细菌感染，病毒感染
基质性角膜炎,主要症状,角膜基质水肿，角膜混浊，睫状充血
基质性角膜炎,治疗方法,药物治疗
基质性角膜炎,传染性,母婴传播
青光眼,发病部位,眼
青光眼,描述,青光眼是一组以视乳头萎缩及凹陷、视野缺损及视力下降为共同特征的疾病
青光眼,预防,注意用眼卫生，避免过度用眼
青光眼,病因,遗传因素，屈光因素，不良生活习惯
青光眼,主要症状,怕光，流泪，头痛，视力下降
青光眼,治疗方法,药物治疗，支持性治疗，介入治疗，手术治疗
青光眼,传染性,无传染性
视网膜脱离,发病部位,视网膜
视网膜脱离,描述,视网膜脱离是视网膜神经上皮层与色素上皮层之间的分离
视网膜脱离,预防,减少眼部疲劳
视网膜脱离,病因,高度近视眼，视网膜变性，眼外伤
视网膜脱离,主要症状,视力减弱
视网膜脱离,治疗方法,手术治疗
视网膜脱离,传染性,无传染性
视网膜脱离,别称,视网膜剥离，视网膜分离，视网膜脱落
视网膜脱离,多发群体,30岁以上成年人
远视眼,发病部位,眼
远视眼,描述,远视指平行光束经过调节放松的眼球折射后成像于视网膜之后的一种屈光状态，当眼球的屈光力不足或其眼轴长度不足时就产生远视
远视眼,预防,定期进行检查，多补充维生素
远视眼,病因,眼球屈光力不足，眼轴长度不足
远视眼,主要症状,视力障碍
远视眼,治疗方法,康复治疗，支持性治疗
远视眼,传染性,无传染性
咽血管畸形,发病部位,咽
咽血管畸形,描述,先天性咽血管畸形是胚胎发育异常所致
咽血管畸形,预防,无有效预防措施
咽血管畸形,病因,胚胎发育异常所致
咽血管畸形,主要症状,血管畸形，咽部异物感
咽血管畸形,治疗方法,药物治疗，手术治疗，康复治疗
咽血管畸形,传染性,无传染性
心脏病,发病部位,心脏
心脏病,描述,心脏病是心脏疾病的总称
心脏病,预防,忌烟忌酒，养成良好的生活习惯，生活要规律
心脏病,病因,动脉硬化，高血压，病毒感染，呼吸道疾病
心脏病,主要症状,心悸，心绞痛，呼吸困难，咳嗽咯血，胸痛，胸部不适
心脏病,治疗方法,手术治疗，介入治疗，药物治疗
心脏病,传染性,无传染性
冠状病毒感染,发病部位,肺
冠状病毒感染,描述,冠状病毒感染是由冠状病毒引起的呼吸道传染病
冠状病毒感染,预防,戴口罩，减少人员接触
冠状病毒感染,病因,冠状病毒
冠状病毒感染,主要症状,发热，发冷，头痛，流涕，咽痛，咳嗽
冠状病毒感染,治疗方法,药物治疗
冠状病毒感染,传染性,病原菌传播
脊髓炎,发病部位,脊髓
脊髓炎,描述,脊髓炎是指各种感染后引起自身免疫反应所致的急性横贯性脊髓炎性病变
脊髓炎,预防,注意保暖，增强体质，预防上呼吸道感染
脊髓炎,病因,病毒感染，细菌感染，寄生虫感染
脊髓炎,主要症状,感觉神经、运动神经功能障碍
脊髓炎,治疗方法,药物治疗
脊髓炎,传染性,无传染性
甲状腺结节,发病部位,甲状腺
甲状腺结节,描述,甲状腺结节是指在甲状腺内的肿块，可随吞咽动作随甲状腺而上下移动，是临床常见的病症，可由多种病因引起
甲状腺结节,预防,控制情绪，合理性碘摄入，增强体制
甲状腺结节,病因,遗传因素，辐射，缺碘
甲状腺结节,主要症状,甲状腺可肿大
甲状腺结节,治疗方法,药物治疗，康复治疗，手术治疗
甲状腺结节,传染性,无传染性
肠癌,发病部位,大肠
肠癌,描述,大肠癌是常见的恶性肿瘤，包括结肠癌和直肠癌
肠癌,预防,注意饮食，增强运动
肠癌,病因,大肠慢性炎症，大肠腺瘤，遗传因素
肠癌,主要症状,消化不良，大便潜血
肠癌,治疗方法,手术治疗，药物治疗，放射治疗
肠癌,传染性,无传染性
胃炎,发病部位,胃
胃炎,描述,胃炎是胃粘膜炎症的统称，可分为急性和慢性两类
胃炎,预防,健康饮食，忌烟忌酒，保持良好生活习惯
胃炎,病因,化学因素，物理因素，微生物感染，细菌毒素
胃炎,主要症状,上腹痛，腹胀，嗳气，反复出血
胃炎,治疗方法,药物治疗
胃炎,传染性,无传染性
胆囊结石,发病部位,胆囊
胆囊结石,描述,胆石症是胆道系统中最常见的病变
胆囊结石,预防,健康饮食，加强锻炼
胆囊结石,病因,肥胖，妊娠，高脂肪饮食
胆囊结石,主要症状,上腹疼痛，恶心，呕吐
胆囊结石,治疗方法,手术治疗，药物治疗
胆囊结石,传染性,无传染性
咽炎,发病部位,咽
咽炎,描述,咽炎为咽部的非特异性炎症，是各种微生物感染咽部而产生炎症的统称
咽炎,预防,多喝水，避免用嗓过度，戒烟酒
咽炎,主要症状,咽部干燥充血，灼热，肿痛，吞咽疼痛，黏痰
咽炎,治疗方法,药物治疗，物理治疗
咽炎,传染性,无传染性
子宫恶性肿瘤,发病部位,子宫
子宫恶性肿瘤,描述,子宫恶性肿瘤是指发生在子宫阴道部及宫颈管的恶性肿瘤
子宫恶性肿瘤,预防,保持安全性关系，注意局部清洁
子宫恶性肿瘤,病因,遗传因素，细菌因素
子宫恶性肿瘤,主要症状,阴道分泌物增多，阴道出血，子宫出血
子宫恶性肿瘤,治疗方法,药物治疗，手术治疗
子宫恶性肿瘤,传染性,无传染性
口腔血管瘤,发病部位,口腔
口腔血管瘤,描述,口腔血管瘤是口腔颌面部常见的良性肿瘤
口腔血管瘤,预防,清淡饮食，禁忌辛辣刺激性食物
口腔血管瘤,病因,先天性疾病
口腔血管瘤,主要症状,表现为鲜红或紫红色斑块
口腔血管瘤,治疗方法,药物治疗，手术治疗，介入治疗
口腔血管瘤,传染性,无传染性
胆管肿瘤,发病部位,胆囊
胆管肿瘤,描述,胆管系统肿瘤包括胆囊和胆管肿瘤，有良、恶性之分
胆管肿瘤,预防,健康饮食，定期检查
胆管肿瘤,病因,胆道结石，胆道慢性炎症
胆管肿瘤,主要症状,腹部不适，体重减轻，食欲减退，腹痛
胆管肿瘤,治疗方法,手术治疗
胆管肿瘤,传染性,无传染性
胃肠道癌,发病部位,胃
胃肠道癌,发病部位,大肠
胃肠道癌,描述,肠道癌是最常见和最主要的恶性肿瘤，包括胃癌、结肠和直肠癌等
胃肠道癌,预防,健康饮食，加强锻炼
胃肠道癌,病因,环境因素，饮食，幽门螺杆菌感染，遗传因素
胃肠道癌,主要症状,腹痛，体重减轻，大便习惯改变，便血，腹部包块
胃肠道癌,治疗方法,手术治疗，化疗，靶向治疗，支持治疗，放疗
胃肠道癌,传染性,无传染性
乳腺脂肪瘤,发病部位,乳腺
乳腺脂肪瘤,描述,乳腺脂肪瘤是来源于乳腺脂肪组织的一种良性肿瘤
乳腺脂肪瘤,预防,健康饮食，加强锻炼，忌烟忌酒
乳腺脂肪瘤,病因,肝气不舒
乳腺脂肪瘤,主要症状,乳房疼痛，乳房肿块，乳房胀痛
乳腺脂肪瘤,治疗方法,手术治疗，药物治疗，支持性治疗
乳腺脂肪瘤,传染性,无传染性
乳腺脂肪瘤,质地,柔软
肾动脉瘤,发病部位,肾
肾动脉瘤,描述,肾动脉瘤是最早发现的源于肾动脉的疾病
肾动脉瘤,预防,早发现、早诊断、早治疗
肾动脉瘤,病因,动脉壁结构损伤，腰部的钝击伤
肾动脉瘤,主要症状,剧烈疼痛，腹部肿块，血管杂音，血尿
肾动脉瘤,治疗方法,手术治疗，康复治疗
肾动脉瘤,传染性,无传染性
乳腺导管瘤,发病部位,乳腺
乳腺导管瘤,描述,乳腺导管瘤是指发生于乳腺导管上皮的良性乳头状瘤
乳腺导管瘤,预防,定期检查，保持良好作息、心情
乳腺导管瘤,病因,退行性病变，感染，饮食，心情
乳腺导管瘤,主要症状,乳头溢液，乳房肿块
乳腺导管瘤,治疗方法,手术治疗，药物治疗，支持性治疗
乳腺导管瘤,传染性,无传染性
睾丸癌,发病部位,睾丸
睾丸癌,描述,睾丸癌是指睾丸的细胞癌变形成的恶性肿瘤
睾丸癌,预防,健康饮食，加强锻炼，忌烟忌酒
睾丸癌,病因,隐睾，遗传因素
睾丸癌,主要症状,睾丸渐进无痛性增大，睾丸肿胀变硬
睾丸癌,治疗方法,手术治疗，药物治疗，康复治疗
睾丸癌,传染性,无传染性
肝癌,发病部位,肝脏
